Key,Text
QUEST_CLEARTHEQUARRY_TASKGROUP_2_TASK_0,Sconfiggi la Rivercaller
QUEST_CLEARTHEQUARRY_TASKGROUP_3_DESC,Torna da Alaric
QUEST_CLEARTHEQUARRY_TASKGROUP_3_TASK_0,Torna da Alaric
QUEST_CLEARTHEWAY_DESC,Aiuta Eldorian a bonificare le zone pericolose attorno all'accesso alla foresta.
QUEST_CLEARTHEWAY_NAME,Via libera
QUEST_CLEARTHEWAY_TASKGROUP_0_DESC,Parla con Eldorian
QUEST_CLEARTHEWAY_TASKGROUP_0_TASK_0,Trova Eldorian nella foresta
QUEST_CLEARTHEWAY_TASKGROUP_1_DESC,Bonifica la zona pericolosa
QUEST_CLEARTHEWAY_TASKGROUP_1_TASK_0,Bonifica la prima zona pericolosa
QUEST_CLEARTHEWAY_TASKGROUP_2_DESC,Bonifica la zona pericolosa
QUEST_CLEARTHEWAY_TASKGROUP_2_TASK_0,Bonifica la seconda zona pericolosa
QUEST_CLEARTHEWAY_TASKGROUP_3_DESC,Bonifica la zona pericolosa
QUEST_CLEARTHEWAY_TASKGROUP_3_TASK_0,Bonifica la terza zona pericolosa
QUEST_CORINSFOLLOWERSI_DESC,Salva i profughi feriti.
QUEST_CORINSFOLLOWERSI_NAME,Seguaci di Corin
QUEST_CORINSFOLLOWERSI_TASKGROUP_0_DESC,Uccidi le forze della foresta
QUEST_CORINSFOLLOWERSI_TASKGROUP_0_TASK_0,Uccidi le forze della foresta
QUEST_CORINSFOLLOWERSI_TASKGROUP_1_DESC,Aiuta gli avventurieri
QUEST_CORINSFOLLOWERSI_TASKGROUP_1_TASK_0,Aiuta gli avventurieri feriti
QUEST_CORINSFOLLOWERSII_DESC,Salva i profughi feriti.
QUEST_CORINSFOLLOWERSII_NAME,Seguaci di Corin
QUEST_CORINSFOLLOWERSII_TASKGROUP_0_DESC,Uccidi le forze della foresta
QUEST_CORINSFOLLOWERSII_TASKGROUP_0_TASK_0,Uccidi le forze della foresta
QUEST_CORINSFOLLOWERSII_TASKGROUP_1_DESC,Aiuta gli avventurieri
QUEST_CORINSFOLLOWERSII_TASKGROUP_1_TASK_0,Aiuta gli avventurieri di Corin
QUEST_CORNEREDREFUGEE_DESC,Un profugo sembra essere nei guai.
QUEST_CORNEREDREFUGEE_NAME,Profugo in trappola
QUEST_CORNEREDREFUGEE_TASKGROUP_0_DESC,Salva il profugo
QUEST_CORNEREDREFUGEE_TASKGROUP_0_TASK_0,Uccidi i Lupi
QUEST_CORNEREDREFUGEE_TASKGROUP_0_TASK_1,Uccidi la Custode delle Bestie
QUEST_CORRUPTEDDROOPKINGBOUNTY_DESC,Metti fine al Re Droop Corrotto.
QUEST_CORRUPTEDDROOPKINGBOUNTY_NAME,Taglia sul Re Droop Corrotto
QUEST_CORRUPTEDDROOPKINGBOUNTY_TASKGROUP_0_DESC,Uccidi il Re Droop Corrotto
QUEST_CORRUPTEDDROOPKINGBOUNTY_TASKGROUP_0_TASK_0,Uccidi il Re Droop Corrotto
QUEST_CORRUPTIONLEAKING_DESC,Uccidi i Droop corrotti.
QUEST_CORRUPTIONLEAKING_NAME,Corruzione dilagante
QUEST_CORRUPTIONLEAKING_TASKGROUP_0_DESC,Uccidi i Droop
QUEST_CORRUPTIONLEAKING_TASKGROUP_0_TASK_0,Uccidi i Droop corrotti
QUEST_CORRUPTIONLEAKING_TASKGROUP_1_DESC,Sconfiggi il Re Droop
QUEST_CORRUPTIONLEAKING_TASKGROUP_1_TASK_0,Sconfiggi il Re Droop Corrotto
QUEST_CORRUPTIONPROPAGATIONI_DESC,Salva l'avventuriero caduto nell'imboscata.
QUEST_CORRUPTIONPROPAGATIONI_NAME,Diffusione della corruzione
QUEST_CORRUPTIONPROPAGATIONI_TASKGROUP_0_DESC,Salva l'avventuriero
QUEST_CORRUPTIONPROPAGATIONI_TASKGROUP_0_TASK_0,Salva l'avventuriero caduto nell'imboscata
QUEST_CORRUPTIONPROPAGATIONI_TASKGROUP_1_DESC,Parla con l'avventuriero
QUEST_CORRUPTIONPROPAGATIONI_TASKGROUP_1_TASK_0,Parla con l'avventuriero
QUEST_CORRUPTIONPROPAGATIONII_DESC,Uccidi gli assassini dell'avventuriero.
QUEST_CORRUPTIONPROPAGATIONII_NAME,Diffusione della corruzione
QUEST_CORRUPTIONPROPAGATIONII_TASKGROUP_0_DESC,Uccidi gli assassini
QUEST_CORRUPTIONPROPAGATIONII_TASKGROUP_0_TASK_0,Uccidi le creature che hanno ucciso l'avventuriero
