Key,Text
NPC_AELWYNOR_PLAYER_19cdd6b7-199a-492b-ba94-d8ff8add6348_STOIC,È finita. Riposa. Col tempo ti riprenderai.
NPC_AELWYNOR_PLAYER_3126f93f-4f50-4eed-b54e-18d89d31c3aa_HEROIC,Ognuno ha il diritto di difendere ciò che è suo. È la forza a decidere chi ci riesce. La tua non è bastata.
NPC_AELWYNOR_PLAYER_3126f93f-4f50-4eed-b54e-18d89d31c3aa_JOKER,Tutti possiamo difendere quel che è nostro. Ci riesce solo chi è forte. Tu no.
NPC_AELWYNOR_PLAYER_3126f93f-4f50-4eed-b54e-18d89d31c3aa_SCHOLAR,Tutti hanno il diritto di difendere ciò che possiedono. Solo i forti vi riescono. Tu sei stato debole.
NPC_AELWYNOR_PLAYER_3126f93f-4f50-4eed-b54e-18d89d31c3aa_STOIC,Tutti abbiamo diritto a difendere ciò che è nostro. Solo i forti ci riescono. Tu sei stato debole.
NPC_AELWYNOR_PLAYER_348a62c9-f6cb-46f9-93c2-0c49890a91f4_HEROIC,"Ora vedi la verità, ma il male fatto non si può cancellare. Il tuo tempo è finito."
NPC_AELWYNOR_PLAYER_348a62c9-f6cb-46f9-93c2-0c49890a91f4_JOKER,"Ora ci arrivi, giusto in tempo per la fine."
NPC_AELWYNOR_PLAYER_348a62c9-f6cb-46f9-93c2-0c49890a91f4_SCHOLAR,"Ora comprendi. Troppo tardi per la foresta, e per te."
NPC_AELWYNOR_PLAYER_348a62c9-f6cb-46f9-93c2-0c49890a91f4_STOIC,"Ora capisci, ma il danno è fatto. Il tuo tempo è finito."
NPC_AELWYNOR_PLAYER_4f1a3ba5-f3e8-4394-8932-368101d8bb77_BASE,Chi erano questi emissari?
NPC_AELWYNOR_PLAYER_61655042-ec73-4fde-950b-05a0d4878670_HEROIC,"Sei stato uno sciocco. Riposa, e al risveglio sii più saggio."
NPC_AELWYNOR_PLAYER_61655042-ec73-4fde-950b-05a0d4878670_JOKER,"Uno sciocco, e adesso pure stanco. Riposa, e la prossima volta punta più in alto."
NPC_AELWYNOR_PLAYER_61655042-ec73-4fde-950b-05a0d4878670_SCHOLAR,"Sei stato uno sciocco, palesemente. Riposa, e la prossima volta ragiona meglio."
NPC_AELWYNOR_PLAYER_61655042-ec73-4fde-950b-05a0d4878670_STOIC,Sei stato uno sciocco. Riposa. Fa' meglio la prossima volta.
NPC_AELWYNOR_PLAYER_67461c84-066d-40e0-a5d1-4ede27194041_HEROIC,"Forse avresti dovuto cercare di capire, invece di lasciarti guidare dalla rabbia?"
NPC_AELWYNOR_PLAYER_67461c84-066d-40e0-a5d1-4ede27194041_JOKER,"La rabbia, dunque. Capire richiedeva troppo sforzo, immagino?"
NPC_AELWYNOR_PLAYER_67461c84-066d-40e0-a5d1-4ede27194041_SCHOLAR,Forse comprendere ti sarebbe stato più utile che cedere alla rabbia?
NPC_AELWYNOR_PLAYER_67461c84-066d-40e0-a5d1-4ede27194041_STOIC,"Forse dovevi cercare di capire, anziché infuriarti?"
NPC_AELWYNOR_PLAYER_6ae6e663-237c-4963-9786-cdd076bc083e_HEROIC,Ho sentito abbastanza. Sei una bestia folle. È una ragione sufficiente.
NPC_AELWYNOR_PLAYER_6ae6e663-237c-4963-9786-cdd076bc083e_JOKER,Sentito abbastanza. Una bestia folle: a chi serve un altro motivo?
NPC_AELWYNOR_PLAYER_6ae6e663-237c-4963-9786-cdd076bc083e_SCHOLAR,Ho sentito abbastanza. La tua follia bestiale è una ragione sufficiente; non ne occorrono altre.
NPC_AELWYNOR_PLAYER_6ae6e663-237c-4963-9786-cdd076bc083e_STOIC,Ho sentito abbastanza. Sei una bestia folle. Non mi serve altro per ucciderti.
NPC_AELWYNOR_PLAYER_6c0939b2-9869-4188-9feb-19a0a2129a84_HEROIC,"Sono qui per porre fine al tuo regno, bestia spregevole."
NPC_AELWYNOR_PLAYER_6c0939b2-9869-4188-9feb-19a0a2129a84_JOKER,"È scaduto il tuo tempo, bestia. Non si accettano ricorsi."
NPC_AELWYNOR_PLAYER_6c0939b2-9869-4188-9feb-19a0a2129a84_SCHOLAR,"Sono qui per porre fine alla tua esistenza, bestia. Le ragioni sono ormai chiare."
NPC_AELWYNOR_PLAYER_6c0939b2-9869-4188-9feb-19a0a2129a84_STOIC,"Sono qui per ucciderti, bestia."
NPC_AELWYNOR_PLAYER_7b245b0b-45e2-4415-87dd-4548653ee03e_HEROIC,La violenza genera soltanto altra violenza. Non posso permettere che continui.
NPC_AELWYNOR_PLAYER_7b245b0b-45e2-4415-87dd-4548653ee03e_JOKER,La violenza continua a invitare altra violenza. Sono qui per rifiutare l'invito.
NPC_AELWYNOR_PLAYER_7b245b0b-45e2-4415-87dd-4548653ee03e_SCHOLAR,La violenza genera chi la perpetua. Non ti lascerò allungare la catena.
NPC_AELWYNOR_PLAYER_7b245b0b-45e2-4415-87dd-4548653ee03e_STOIC,La violenza genera violenza. Non posso lasciartelo fare.
NPC_AELWYNOR_PLAYER_a6ad3f93-f2c7-4075-806e-f6fd0bb64563_HEROIC,Sono qui per chiederti perché hai lasciato che la Corruzione prendesse la foresta senza opporti.
NPC_AELWYNOR_PLAYER_a6ad3f93-f2c7-4075-806e-f6fd0bb64563_JOKER,Cos'è che ti ha fatto lasciare la foresta alla Corruzione? Curiosità o resa?
NPC_AELWYNOR_PLAYER_a6ad3f93-f2c7-4075-806e-f6fd0bb64563_SCHOLAR,Perché lasciare che la Corruzione prendesse la foresta? Consenso o sfinimento?
NPC_AELWYNOR_PLAYER_a6ad3f93-f2c7-4075-806e-f6fd0bb64563_STOIC,Sono qui per chiederti: perché lasciare la foresta alla Corruzione?
NPC_AELWYNOR_PLAYER_a6b9725c-cade-4e35-88b6-99d6d0ad17f6_BASE,Esci
NPC_AELWYNOR_PLAYER_aa311ea1-e4dc-4b11-bc41-4b2a47c47d2f_HEROIC,Hai lasciato che la Corruzione spezzasse la tua forza. Questa è l'unica verità.
NPC_AELWYNOR_PLAYER_aa311ea1-e4dc-4b11-bc41-4b2a47c47d2f_JOKER,La Corruzione ti ha steso e ti ha lasciato solo la debolezza. Direi che il succo è questo.
NPC_AELWYNOR_PLAYER_aa311ea1-e4dc-4b11-bc41-4b2a47c47d2f_SCHOLAR,"Prima la debolezza, poi la Corruzione. L'ordine conta, e ti condanna."
NPC_AELWYNOR_PLAYER_aa311ea1-e4dc-4b11-bc41-4b2a47c47d2f_STOIC,Sei debole e hai ceduto alla Corruzione. Non c'è altro da dire.
NPC_AELWYNOR_PLAYER_c14a43c6-7d62-47c0-b319-04ab67d57aff_HEROIC,È finita. Lascia andare.
NPC_AELWYNOR_PLAYER_c14a43c6-7d62-47c0-b319-04ab67d57aff_JOKER,Quel che è fatto è fatto. È ora di lasciar andare.
NPC_AELWYNOR_PLAYER_c14a43c6-7d62-47c0-b319-04ab67d57aff_SCHOLAR,È finita. Aggrapparvisi non serve più a nulla.
NPC_AELWYNOR_PLAYER_c14a43c6-7d62-47c0-b319-04ab67d57aff_STOIC,Ora è finita. Lascia perdere.
NPC_AELWYNOR_PLAYER_cfa397ae-01b0-4ae4-a846-9ee04d2eb478_HEROIC,Gli abitanti hanno scelto. Tu ti sei difeso. Io ti ho fermato. Chi decide dove finisce?
NPC_AELWYNOR_PLAYER_cfa397ae-01b0-4ae4-a846-9ee04d2eb478_JOKER,"Tutti avevano le loro ragioni, me compreso. Chi dice basta?"
NPC_AELWYNOR_PLAYER_cfa397ae-01b0-4ae4-a846-9ee04d2eb478_SCHOLAR,Ciascuno di voi ha agito secondo il proprio diritto. Che cosa stabilisce dove quel diritto finisce?
NPC_AELWYNOR_PLAYER_cfa397ae-01b0-4ae4-a846-9ee04d2eb478_STOIC,"Gli abitanti hanno agito come credevano, tu ti sei difeso, io sono intervenuto. Dove ci si ferma?"
NPC_AELWYNOR_PLAYER_d0e5ae23-be85-429e-bd94-1448d26c7b79_HEROIC,"Gli agenti di Sylbos hanno distorto la tua rabbia, e in quella tempesta hai smarrito la via."
NPC_AELWYNOR_PLAYER_d0e5ae23-be85-429e-bd94-1448d26c7b79_JOKER,"Gli agenti di Sylbos sapevano proprio come stuzzicare la tua rabbia, finché ci sei sparito dietro."
NPC_AELWYNOR_PLAYER_d0e5ae23-be85-429e-bd94-1448d26c7b79_SCHOLAR,Gli agenti di Sylbos hanno alimentato la tua rabbia finché ha preso il tuo posto.
NPC_AELWYNOR_PLAYER_d0e5ae23-be85-429e-bd94-1448d26c7b79_STOIC,Gli agenti di Sylbos hanno fatto leva sulla tua rabbia. Hai perso te stesso.
NPC_AELWYNOR_PLAYER_edea8b98-53ac-471b-b403-1611b2411c63_BASE,"Non vedi il dolore che tu stesso hai inflitto alla foresta, il male che hai lasciato entrare?"
NPC_AELWYNOR_PLAYER_fb0ab588-38c4-4e48-95e9-0610bf7bf8e6_BASE,Come hai potuto rinnegare Ceres?
NPC_AELWYNOR_RESPONSE_05eb7fe7-80e9-42fc-8e32-351f3ea51ae9,"""La volontà della Madre riteneva giuste le azioni degli umani… lei vedeva più lontano di me. Era la mia cecità a non tollerare quella verità. Ma lascia che ti riveli un segreto, mortale.""\n\n\n\n*La forma immensa del Re della Foresta ora sembra più piccola, come se il potere avesse già iniziato a ritirarsi dalla corteccia e dalle ossa. La sua voce nella tua mente è fioca ma salda, gravata dal peso di un'ammissione a lungo rimandata.*\n\n""A noi che serviamo la Madre è concessa la sua volontà, non la sua mente. Questo è il «segreto». Fui creato per sentire il richiamo della sua legge: quando il cacciatore può prendere il cervo, quando i lupi possono cacciare il cacciatore, quando i mortali possono abbattere alberi e scacciare le bestie dalle tane e restare comunque entro i confini della sua giustizia. Ma la ragione che vi sta dietro, perché questa perdita sia concessa e quella no, perché la tua stirpe dovesse essere protetta anche a così caro prezzo per noi… questo non mi fu mai dato vedere. Scambiai quell'assenza per crudeltà. Quando gli umani presero tanta parte della foresta e lei disse ancora «lasciateli vivere», decisi che ci aveva abbandonati. Da quella decisione scaturì tutta la mia rabbia."""
NPC_AELWYNOR_RESPONSE_1e93ba26-7d73-4040-b5c9-a52303051d4c,"""Hai ragione. Vedo con chiarezza soltanto alla fine, quando nulla può più essere risparmiato. Il mio tempo è finito, e questa rovina porta il mio nome.""\n\n\n\n*Incontri lo sguardo del Re della Foresta. Dove un tempo ardevano intere costellazioni, ora vedi quelle luci affievolirsi, spegnersi una a una.*\n\n""Mi sono avvolto nella rabbia. Non comprendevo perché la Madre lo tollerasse: gli abbattimenti, gli incendi, quel prendere senza fine. Mi sembrava un abbandono. Poi giunsero loro… emissari degli Dei Oscuri. Non ululavano né minacciavano. Parlavano con dolcezza del nostro diritto a una volontà nostra, del nostro diritto a difenderci, del nostro diritto a provare quella rabbia… e ad agire in suo nome."""
NPC_AELWYNOR_RESPONSE_321426a3-c384-44a6-be72-9f8064585ef6,"""Esseri di spirito resi manifesti, come noi figli della Madre. Giunsero senza ostilità, ammantati di cortesia. Non celarono la propria natura… soltanto il prezzo dei loro «doni». Diedero parole alla mia rabbia, e la chiamarono libertà."""
NPC_AELWYNOR_RESPONSE_3f7c526e-8ec5-4eb5-8638-04dee1696d5c,"""Ceres parla di cicli e di ere, di un arazzo in cui le città mortali e le radici della foresta formano insieme un'armonia nella quale dovrei confidare, senza mai vederla. Ci chiede di sanguinare in silenzio per quel canto lontano. Ho guardato ciò che è, e ho voltato le spalle a ciò che lei promette potrà essere. Ho scelto le voci che parlano alla ferita che sento, anziché un sogno in cui mi si ordina di credere. Se questo significa rinnegarla, allora mi ha perduto quando ha scelto voi al nostro posto."""
NPC_AELWYNOR_RESPONSE_5558e408-b7f5-403c-bfe3-ede7c7ff05dd,"""Cerchi di interrogarmi ora, alla fine. Vorresti soppesare la mia volontà con una mente che non sa vedere oltre una sola era di questo Bosco?""\n\n\n\n*La radura sembra ripiegarsi verso il centro. Il peso nel tuo cranio cresce fino a farsi dolore lancinante, mentre la voce del cervo si avvolge sempre più stretta intorno ai tuoi pensieri.*\n\n""Quando le vostre prime pietre sorsero su queste rupi, colpiste i nostri tronchi e strappaste le bestie alle loro tane per tenere in vita i vostri piccoli. La Madre disse: lasciateli fare. Quando cresceste di numero e le vostre covate tremarono d'inverno, ammucchiaste altri di noi sui vostri fuochi. La Madre disse: sopportate. Quando la progenie di Akolasis calò per pascersi di voi, la dilaniammo al vostro fianco: bestie, spiriti, radici e tempeste spezzati in vostra difesa, perché la Madre lo comandava.\n\n\n\nLo chiamava «equilibrio». Diceva che da qualche parte, oltre il mio sguardo, in ere che non avrei mai visto, tutte le ferite sarebbero state intessute in un bene più grande. La sua legge esigeva che, ogni volta che occorreva sangue, fosse il nostro.\n\n\n\nEquilibrio? Io vedevo soltanto questo: ogni volta che qualcuno doveva soffrire perché voi poteste vivere, non eravate mai voi.\n\n\n\nPer secoli soffocai la mia rabbia sotto quel mite comando. Vi guardai fortificare le mura, estendere i confini, prendere di più ogni volta che il pericolo passava, e ancora mi veniva detto: concedi, perdona, confida.\n\n\n\nPoi giunsero altre voci: attraverso il marciume, attraverso l'ombra, attraverso le crepe nella presa della Madre. Chiamarono menzogna la sua misericordia. Mi mostrarono ciò che già sapevo fin nelle radici: che non vi fermerete mai, che la sua legge è una catena imposta soltanto a noi.\n\n\n\nCosì spezzai quella catena. Ho preso un'altra mano, accolto un'altra legge. Sotto di essa, non siamo il vostro scudo. Siamo la tempesta che vi annienta."""
NPC_AELWYNOR_RESPONSE_5cc24c7a-3570-41b0-87c4-732183ca7e35,"""La violenza è sempre stata la vostra lingua. Acciaio, fuoco, fame: così avete parlato a noi, come avete parlato ai Goblin e al mondo intero. La Madre ci chiedeva di rispondere con pazienza e fiducia in un equilibrio lontano. Io rispondo con l'unica lingua che ci avete insegnato. Se mi stai dinanzi, intralci quella risposta. Fatti da parte, o nutri la terra."""
NPC_AELWYNOR_RESPONSE_60d4aa41-71ec-43a4-9962-ff9d84b64f57,"""Uno sciocco, sì, che non vide le catene finché non si furono già serrate. Riposerò e ricorderò quella stoltezza finché la Madre non mi concederà di nuovo una forma. Va', mortale. Dove io ho aperto la via ai servi di Sylbos, tu dovrai scacciarli."""
NPC_AELWYNOR_RESPONSE_6cdc5f01-82d6-4a6f-bb07-282cd7024d1a,"""Se rifiutare di inchinarsi a una legge che ci dà in pasto a voi per l'eternità è «Corruzione», allora io sono la Corruzione fatta carne. La chiami debolezza perché non ti serve. Io la chiamo la prima vera forza che questa foresta abbia mai conosciuto.""\n\n\n\n*Il contegno del cervo si infrange. I rami si dibattono, le radici lacerano il terreno e la sua voce irrompe nella tua mente come un tuono che rimbombi nel tronco del mondo.*\n\n""Ci siamo guadagnati questa furia. Vi abbiamo guardati corazzare le mura con legno strappato ai nostri corpi e chiamarlo necessità. Vi abbiamo guardati svuotare tane e fiumi e chiamarlo sopravvivenza. Ogni volta, la Madre ci zittiva: così vanno le cose, diceva. Che vivano loro. Che viviate voi. Che paghiamo noi.\n\n\n\nHo scacciato la sua voce.\n\n\n\nBasta «equilibrio». Basta sofferenza paziente avvolta in belle parole. Risponderemo alla storia per come l'abbiamo vissuta: voi avete preso senza fine, protetti dalla sua legge. Ora noi prendiamo senza chiedere perdono, sotto una legge diversa.\n\n\n\nAbbatteremo ogni muro che la vostra paura ha innalzato, spaccheremo ogni pietra posata su di noi e sommergeremo di radici i vostri villaggi finché di voi non resterà altro che terra. La foresta si nutrirà delle vostre ossa come voi vi siete nutriti della sua carne. I vostri dèi potranno chiamarlo peccato. Io lo chiamo il mondo che infine vi trasforma in ciò che avete fatto di noi."""
NPC_AELWYNOR_RESPONSE_6e11aff5-c0ea-41a7-8f90-6aa4558c611d,"""Credi che non ricordi la loro paura sulle mura? Ricordo ogni grido. Ricordo ogni albero abbattuto per sostenere quelle pietre, ogni bestia scacciata perché i vostri figli potessero dormire. Le vostre ragioni per me sono cenere. Tu parli di ciò che dovevate fare; io parlo di quanto è costato a noi, ancora e ancora, mentre la Madre sussurrava che avrei dovuto esserne grato. Ho finito di ascoltare.""\n\n\n\n*Il contegno del cervo si infrange. I rami si dibattono, le radici lacerano il terreno e la sua voce irrompe nella tua mente come un tuono che rimbombi nel tronco del mondo.*\n\n""Ci siamo guadagnati questa furia. Vi abbiamo guardati corazzare le mura con legno strappato ai nostri corpi e chiamarlo necessità. Vi abbiamo guardati svuotare tane e fiumi e chiamarlo sopravvivenza. Ogni volta, la Madre ci zittiva: così vanno le cose, diceva. Che vivano loro. Che viviate voi. Che paghiamo noi.\n\n\n\nHo scacciato la sua voce.\n\n\n\nBasta «equilibrio». Basta sofferenza paziente avvolta in belle parole. Risponderemo alla storia per come l'abbiamo vissuta: voi avete preso senza fine, protetti dalla sua legge. Ora noi prendiamo senza chiedere perdono, sotto una legge diversa.\n\n\n\nAbbatteremo ogni muro che la vostra paura ha innalzato, spaccheremo ogni pietra posata su di noi e sommergeremo di radici i vostri villaggi finché di voi non resterà altro che terra. La foresta si nutrirà delle vostre ossa come voi vi siete nutriti della sua carne. I vostri dèi potranno chiamarlo peccato. Io lo chiamo il mondo che infine vi trasforma in ciò che avete fatto di noi."""
NPC_AELWYNOR_RESPONSE_7107949c-9a19-4ba2-a64f-8ddd61027340,"""Chiamala follia, se ti occorre una parola per benedire la tua lama. Ho visto chiaramente lo schema: voi vivete, altri pagano, e lo chiamate ordine. Spezzerò quello schema con il tuo sangue. Se non ti occorre altra ragione per colpire, colpisci. A me non occorre altra ragione per schiacciarti."""
NPC_AELWYNOR_RESPONSE_739ee8f1-8cbe-46ba-8f8f-bc212d8b63d7,"""Sì. I servi di Sylbos mi trovarono quando già le avevo voltato le spalle. Non mi insegnarono la rabbia; si limitarono a incoronarla di belle parole e a chiamarla verità. Li accolsi perché mi dissero che avevo sempre avuto ragione.""\n\n\n\n*Il petto del grande cervo si alza e si abbassa in respiri lenti e superficiali. Ogni parola sembra costargli fatica, eppure le sospinge nella tua mente con le ultime forze.*\n\n""Mi promisero forza, una volontà che non si inchinasse più a nessun'altra. Dissero che sarei stato libero di giudicare, libero di colpire, libero di rispondere a ogni ferita con la mia legge. Ma la rabbia sottrae più potere di quanto ne conceda. Ti brucia dentro, ti svuota, proprio mentre ti fa sentire più forte che mai. La rabbia ci rende tutti schiavi mentre ci fa credere di essere liberi. Ora vedo quanto interamente io stesso mi sia incatenato."""
NPC_AELWYNOR_RESPONSE_8154698f-53d5-47b1-b8c3-921cf3393243,"""Ammanti la tua paura di insulti e minacce e la chiami forza. Sei una scintilla che grida alla tempesta, illudendosi di esserne padrona.""\n\n\n\n*La radura sembra ripiegarsi verso il centro. Il peso nel tuo cranio cresce fino a farsi dolore lancinante, mentre la voce del cervo si avvolge sempre più stretta intorno ai tuoi pensieri.*\n\n""Quando le vostre prime pietre sorsero su queste rupi, colpiste i nostri tronchi e strappaste le bestie alle loro tane per tenere in vita i vostri piccoli. La Madre disse: lasciateli fare. Quando cresceste di numero e le vostre covate tremarono d'inverno, ammucchiaste altri di noi sui vostri fuochi. La Madre disse: sopportate. Quando la progenie di Akolasis calò per pascersi di voi, la dilaniammo al vostro fianco: bestie, spiriti, radici e tempeste spezzati in vostra difesa, perché la Madre lo comandava.\n\n\n\nLo chiamava «equilibrio». Diceva che da qualche parte, oltre il mio sguardo, in ere che non avrei mai visto, tutte le ferite sarebbero state intessute in un bene più grande. La sua legge esigeva che, ogni volta che occorreva sangue, fosse il nostro.\n\n\n\nEquilibrio? Io vedevo soltanto questo: ogni volta che qualcuno doveva soffrire perché voi poteste vivere, non eravate mai voi.\n\n\n\nPer secoli soffocai la mia rabbia sotto quel mite comando. Vi guardai fortificare le mura, estendere i confini, prendere di più ogni volta che il pericolo passava, e ancora mi veniva detto: concedi, perdona, confida.\n\n\n\nPoi giunsero altre voci: attraverso il marciume, attraverso l'ombra, attraverso le crepe nella presa della Madre. Chiamarono menzogna la sua misericordia. Mi mostrarono ciò che già sapevo fin nelle radici: che non vi fermerete mai, che la sua legge è una catena imposta soltanto a noi.\n\n\n\nCosì spezzai quella catena. Ho preso un'altra mano, accolto un'altra legge. Sotto di essa, non siamo il vostro scudo. Siamo la tempesta che vi annienta."""
NPC_AELWYNOR_RESPONSE_a749eb8b-f8e5-46ca-a53b-70b6dc837f4f,"""Vedo soltanto che, per una volta, il dolore colpisce entrambe le parti. Il male era in un mondo in cui ci si ordinava di soffrire in silenzio perché voi poteste credervi giusti. Ciò che ora chiami male è soltanto questo: il prezzo che infine ricade su di voi. Se ciò offende i vostri dèi, che discendano a fermarmi."""
NPC_AELWYNOR_RESPONSE_c8713ebe-73aa-41b4-ba32-7a87be4b066b,"""Debole… sì. Troppo debole per confidare in ciò che non vedevo, troppo debole per sopportarne il prezzo senza odiarlo. La volontà della Madre riteneva giuste le azioni degli umani… ma lascia che ti riveli un segreto, mortale.""\n\n\n\n*La forma immensa del Re della Foresta ora sembra più piccola, come se il potere avesse già iniziato a ritirarsi dalla corteccia e dalle ossa. La sua voce nella tua mente è fioca ma salda, gravata dal peso di un'ammissione a lungo rimandata.*\n\n""A noi che serviamo la Madre è concessa la sua volontà, non la sua mente. Questo è il «segreto». Fui creato per sentire il richiamo della sua legge: quando il cacciatore può prendere il cervo, quando i lupi possono cacciare il cacciatore, quando i mortali possono abbattere alberi e scacciare le bestie dalle tane e restare comunque entro i confini della sua giustizia. Ma la ragione che vi sta dietro, perché questa perdita sia concessa e quella no, perché la tua stirpe dovesse essere protetta anche a così caro prezzo per noi… questo non mi fu mai dato vedere. Scambiai quell'assenza per crudeltà. Quando gli umani presero tanta parte della foresta e lei disse ancora «lasciateli vivere», decisi che ci aveva abbandonati. Da quella decisione scaturì tutta la mia rabbia."""
NPC_AELWYNOR_RESPONSE_ec7d382d-3c28-41db-8cae-8c91288e0716,"""No, mortale. Non attenuare tutto questo con parole gentili. È finita, ma ciò che ci lasciamo alle spalle è reale. Devo guardare quella verità mentre svanisco.""\n\n\n\n*Incontri lo sguardo del Re della Foresta. Dove un tempo ardevano intere costellazioni, ora vedi quelle luci affievolirsi, spegnersi una a una.*\n\n""Mi sono avvolto nella rabbia. Non comprendevo perché la Madre lo tollerasse: gli abbattimenti, gli incendi, quel prendere senza fine. Mi sembrava un abbandono. Poi giunsero loro… emissari degli Dei Oscuri. Non ululavano né minacciavano. Parlavano con dolcezza del nostro diritto a una volontà nostra, del nostro diritto a difenderci, del nostro diritto a provare quella rabbia… e ad agire in suo nome."""
NPC_AELWYNOR_RESPONSE_fcadb20f-98dc-415b-80f8-ce1a07cbe1ef,"""Avrei dovuto cercare di confidare in ciò che non comprendevo, come un tempo mi esortò a fare il grande mago. Scelsi invece la via più semplice: chiamare ingiusto ciò che non afferravo. In questo, la tua saggezza supera quella che ebbi io, mortale.""\n\n\n\n*Il petto del grande cervo si alza e si abbassa in respiri lenti e superficiali. Ogni parola sembra costargli fatica, eppure le sospinge nella tua mente con le ultime forze.*\n\n""Mi promisero forza, una volontà che non si inchinasse più a nessun'altra. Dissero che sarei stato libero di giudicare, libero di colpire, libero di rispondere a ogni ferita con la mia legge. Ma la rabbia sottrae più potere di quanto ne conceda. Ti brucia dentro, ti svuota, proprio mentre ti fa sentire più forte che mai. La rabbia ci rende tutti schiavi mentre ci fa credere di essere liberi. Ora vedo quanto interamente io stesso mi sia incatenato."""
NPC_AELWYNOR_RESPONSE_fe198474-b978-424a-bda5-a1d2b2579324,"""È finita… per ora. Sprofonderò nel lungo sonno della Madre e risorgerò soltanto quando mi chiamerà. In quelle tenebre soppeserò la sua volontà e il cammino che ho scelto. Fino ad allora, mortale, veglia su questa foresta. Non lasciare che gli Dei Oscuri se ne nutrano come si sono nutriti di me."""
NPC_AELWYNOR_TITLE,Il Padre delle Radici Selvatiche
NPC_ALARIC_GREETING_03ff69da-7697-4b8b-9f4a-cb5b576eae9e,"“Eccoti di nuovo. Dimmi, l'hai trovato?”"
NPC_ALARIC_GREETING_1c8f3725-42d9-4e74-bd17-0c2cb9d74aa0,"“Viandante, eccoti di nuovo. Eldorian mi ha fatto rapporto. Grazie per averlo trovato. Quel ragazzo a volte mi preoccupa. Il suo rapporto conferma i miei peggiori timori. I Goblin sono sempre più attivi nel folto della foresta e ci sono segni di Corruzione. Mi serve tempo per riflettere. Qui altri hanno bisogno del tuo aiuto: Rahaner, Tamsin, Befr. Occupati di loro.”\n\n""Ora lasciami."""
NPC_ALARIC_GREETING_4a9634b0-b6d5-4044-9a2d-ec6e107ebd26,"*Al tuo arrivo, Alaric è assorto nei suoi pensieri. Alza lo sguardo, il volto si fa risoluto.*\n\n""Viandante. Grazie per tutto ciò che hai fatto. Ma non c'è tempo per riposare. I miei esploratori sono tornati dal folto della foresta. Hanno confermato che la Corruzione si è diffusa e avvistato una grande bestia che ne è stata stravolta. Se è ciò che credo, non possiamo ignorare questa creatura. Io devo restare qui. Ma tu, tu hai dimostrato le tue capacità. Ti chiedo ancora una volta aiuto.”\n\n""Addentrati nel cuore di Wildwood. Conosciamo la zona, ma è insidiosa. Trova la bestia, uccidila e torna sulle tue gambe."""
NPC_ALARIC_GREETING_54947e09-664c-4be4-a565-5203ca1b40f8,"*Mentre ti avvicini, Alaric irrigidisce le spalle, poi ritrova la consueta immobilità.*\n\n""Parla. Come sta Corin?"""
