NPC_BEFR_PLAYER_21adfadf-968b-44e1-9a1f-96b206fd7331_SCHOLAR	La fiducia richiede prove. Le mie sono ancora incomplete.
NPC_BEFR_PLAYER_21adfadf-968b-44e1-9a1f-96b206fd7331_STOIC	Non so ancora se fidarmi di lui.
NPC_BEFR_PLAYER_22d83bcc-60ae-4e1a-9d14-cee59d83aade_HEROIC	Anche a me la sua presenza dà gioia.
NPC_BEFR_PLAYER_22d83bcc-60ae-4e1a-9d14-cee59d83aade_JOKER	Fa piacere anche a me che si sia fatta viva.
NPC_BEFR_PLAYER_22d83bcc-60ae-4e1a-9d14-cee59d83aade_SCHOLAR	Fa piacere anche a me che sia qui. La sua presenza ci giova.
NPC_BEFR_PLAYER_22d83bcc-60ae-4e1a-9d14-cee59d83aade_STOIC	Anche a me fa piacere averla qui.
NPC_BEFR_PLAYER_292ed69f-38b7-4cc6-b7ad-9f8a3dbc4b06_HEROIC	Faccio soltanto ciò che serve per dare una mano.
NPC_BEFR_PLAYER_292ed69f-38b7-4cc6-b7ad-9f8a3dbc4b06_JOKER	Do una mano dove arrivo.
NPC_BEFR_PLAYER_292ed69f-38b7-4cc6-b7ad-9f8a3dbc4b06_SCHOLAR	Faccio solo ciò che la situazione richiede. Non rivendico altro.
NPC_BEFR_PLAYER_292ed69f-38b7-4cc6-b7ad-9f8a3dbc4b06_STOIC	Faccio quel che posso per aiutare.
NPC_BEFR_PLAYER_294e81d0-1d8b-447a-a926-9b51715f7984_HEROIC	Andrò nella foresta e ti riporterò gli attrezzi sani e salvi.
NPC_BEFR_PLAYER_294e81d0-1d8b-447a-a926-9b51715f7984_JOKER	Si va nella foresta. I tuoi attrezzi hanno le ore contate, da dispersi.
NPC_BEFR_PLAYER_294e81d0-1d8b-447a-a926-9b51715f7984_SCHOLAR	D'accordo. Mi addentrerò nella foresta per recuperare i tuoi attrezzi.
NPC_BEFR_PLAYER_294e81d0-1d8b-447a-a926-9b51715f7984_STOIC	Bene. Andrò nella foresta a riportarti gli attrezzi.
NPC_BEFR_PLAYER_2ae4cf38-9092-4fc2-b212-4e632c6fc3a5_HEROIC	Mi mandi a cercare un bambino smarrito in quella foresta?
NPC_BEFR_PLAYER_2ae4cf38-9092-4fc2-b212-4e632c6fc3a5_JOKER	Quindi alla foresta il bambino e a me la grana?
NPC_BEFR_PLAYER_2ae4cf38-9092-4fc2-b212-4e632c6fc3a5_SCHOLAR	Intendi affidarmi la ricerca del bambino in quella foresta?
NPC_BEFR_PLAYER_2ae4cf38-9092-4fc2-b212-4e632c6fc3a5_STOIC	Vuoi che cerchi il bambino nella foresta?
NPC_BEFR_PLAYER_2c2a61f3-9901-4f69-a3c1-3c35c537e34d_HEROIC	Vero coraggio. Una driade lo teneva prigioniero, ma lui non ha ceduto alla paura.
NPC_BEFR_PLAYER_2c2a61f3-9901-4f69-a3c1-3c35c537e34d_JOKER	Un ragazzino coraggioso. Nelle grinfie di una driade, e non ha fatto una piega.
NPC_BEFR_PLAYER_2c2a61f3-9901-4f69-a3c1-3c35c537e34d_SCHOLAR	Ha dimostrato un autentico coraggio. Prigioniero di una driade, non ha manifestato paura.
NPC_BEFR_PLAYER_2c2a61f3-9901-4f69-a3c1-3c35c537e34d_STOIC	È stato molto coraggioso. Catturato da una driade, non ha mostrato paura.
NPC_BEFR_PLAYER_3265146f-7adf-4e0e-8202-1b781463aae0_HEROIC	I goblin ne risponderanno. E il fertilizzante tornerà a casa.
NPC_BEFR_PLAYER_3265146f-7adf-4e0e-8202-1b781463aae0_JOKER	È ora di inseguire i goblin e riprendere il fertilizzante, prima che ne combinino una.
NPC_BEFR_PLAYER_3265146f-7adf-4e0e-8202-1b781463aae0_SCHOLAR	Troverò i goblin. Il fertilizzante è un bottino insolito, ma pur sempre un bottino.
NPC_BEFR_PLAYER_3265146f-7adf-4e0e-8202-1b781463aae0_STOIC	Troverò i goblin e recupererò il fertilizzante.
NPC_BEFR_PLAYER_37d5bbe1-a2e7-4035-892a-b91ff60e0a2a_HEROIC	Costruire una casa non mi sembra il modo migliore di impiegare il tempo.
NPC_BEFR_PLAYER_37d5bbe1-a2e7-4035-892a-b91ff60e0a2a_JOKER	Una casa, eh? Che entusiasmante perdita di tempo.
NPC_BEFR_PLAYER_37d5bbe1-a2e7-4035-892a-b91ff60e0a2a_SCHOLAR	Una casa, ora? Le ore necessarie supereranno i benefici.
NPC_BEFR_PLAYER_37d5bbe1-a2e7-4035-892a-b91ff60e0a2a_STOIC	Costruire una casa è una perdita di tempo.
NPC_BEFR_PLAYER_3845e555-7cd7-4085-b8b0-f91e0efdcc9e_HEROIC	Grazie, Befr. Con il tuo aiuto costruirò qualcosa di ben più solido di una tenda.
NPC_BEFR_PLAYER_3845e555-7cd7-4085-b8b0-f91e0efdcc9e_JOKER	Grazie, Befr. Finalmente la mia tenda può andare in pensione a testa alta.
NPC_BEFR_PLAYER_3845e555-7cd7-4085-b8b0-f91e0efdcc9e_SCHOLAR	Grazie, Befr. Finalmente un vero riparo. La tela ha i suoi limiti.
NPC_BEFR_PLAYER_3845e555-7cd7-4085-b8b0-f91e0efdcc9e_STOIC	Grazie, Befr. È ora di costruire qualcosa di meglio di una tenda.
NPC_BEFR_PLAYER_3c511729-9f32-4538-9164-b84ab4739de8_HEROIC	Certo. Dimmi soltanto cosa ti serve e sarà fatto.
NPC_BEFR_PLAYER_3c511729-9f32-4538-9164-b84ab4739de8_JOKER	Certo. Dimmi cosa ti serve e siamo già a metà dell'opera.
NPC_BEFR_PLAYER_3c511729-9f32-4538-9164-b84ab4739de8_SCHOLAR	Certamente. Dimmi esattamente cosa ti occorre, e in quale ordine.
NPC_BEFR_PLAYER_3c511729-9f32-4538-9164-b84ab4739de8_STOIC	Certo. Dimmi cosa ti serve.
NPC_BEFR_PLAYER_3cf970c0-f4d6-4287-af12-8473ad191398_HEROIC	Non vedo molto di speciale in lei, a parte il fatto che non vuole farmi del male.
NPC_BEFR_PLAYER_3cf970c0-f4d6-4287-af12-8473ad191398_JOKER	Se basta così poco, direi che il suo unico numero è non volermi ammazzare.
NPC_BEFR_PLAYER_3cf970c0-f4d6-4287-af12-8473ad191398_SCHOLAR	Non osservo nulla di speciale in lei, salvo l'apparente riluttanza a porre fine alla mia vita.
NPC_BEFR_PLAYER_3cf970c0-f4d6-4287-af12-8473ad191398_STOIC	Nulla di speciale. A parte che non vuole uccidermi.
NPC_BEFR_PLAYER_3d1b7902-b4b9-40b9-be7b-c4f4444bdbb7_HEROIC	Li hai persi, dunque. Dove?
NPC_BEFR_PLAYER_3d1b7902-b4b9-40b9-be7b-c4f4444bdbb7_JOKER	"Fuori posto" è come dire che gli attrezzi sono andati a spasso da soli. Dove?
NPC_BEFR_PLAYER_3d1b7902-b4b9-40b9-be7b-c4f4444bdbb7_SCHOLAR	"Fuori posto" implica che tu sappia più o meno dove siano. È così?
NPC_BEFR_PLAYER_3d1b7902-b4b9-40b9-be7b-c4f4444bdbb7_STOIC	Persi, non fuori posto. Dove?
NPC_BEFR_PLAYER_3d25ec2f-4829-4802-b54f-37c0de9ba686_BASE	Come hai conosciuto Faustas?
NPC_BEFR_PLAYER_3e02efbb-004c-4c15-968b-883f60b70a57_BASE	"Ho trovato il bambino smarrito."
NPC_BEFR_PLAYER_3e589b60-c362-4c3c-b558-091d4a4d6888_HEROIC	Mostri ben poca preoccupazione per questo bambino smarrito, Befr.
NPC_BEFR_PLAYER_3e589b60-c362-4c3c-b558-091d4a4d6888_JOKER	Per questo bambino smarrito sembri preoccupato quanto un sasso, Befr.
NPC_BEFR_PLAYER_3e589b60-c362-4c3c-b558-091d4a4d6888_SCHOLAR	È scomparso un bambino, Befr. Eppure sembri tranquillo. Perché?
NPC_BEFR_PLAYER_3e589b60-c362-4c3c-b558-091d4a4d6888_STOIC	Non sembri preoccupato per il bambino smarrito, Befr.
NPC_BEFR_PLAYER_3e5c6a9a-c0ca-4d62-b2fb-557d505cc6d8_HEROIC	Dovremmo davvero aspettare e confidare che le cose migliorino?
NPC_BEFR_PLAYER_3e5c6a9a-c0ca-4d62-b2fb-557d505cc6d8_JOKER	Quindi il piano è aspettare e incrociare le dita?
NPC_BEFR_PLAYER_3e5c6a9a-c0ca-4d62-b2fb-557d505cc6d8_SCHOLAR	Dovremmo limitarci ad aspettare, affidando l'esito alla speranza?
NPC_BEFR_PLAYER_3e5c6a9a-c0ca-4d62-b2fb-557d505cc6d8_STOIC	Dobbiamo aspettare e sperare che si sistemi tutto?
NPC_BEFR_PLAYER_3e6a3bd0-8c5f-4e10-85f8-7f58db9d326f_HEROIC	Fatti da parte, vecchio, e lascia che me ne occupi io.
NPC_BEFR_PLAYER_3e6a3bd0-8c5f-4e10-85f8-7f58db9d326f_JOKER	Attento, vecchio. Non vorrei che mi inciampassi tra i piedi.
NPC_BEFR_PLAYER_3e6a3bd0-8c5f-4e10-85f8-7f58db9d326f_SCHOLAR	Sarebbe meglio che evitassi di intralciarmi, vecchio.
NPC_BEFR_PLAYER_3e6a3bd0-8c5f-4e10-85f8-7f58db9d326f_STOIC	Non metterti sulla mia strada, vecchio.
NPC_BEFR_PLAYER_41d30846-e85d-4a1b-94e1-0084db510dbf_HEROIC	In quale tratto di strada l'hanno rubato i goblin?
NPC_BEFR_PLAYER_41d30846-e85d-4a1b-94e1-0084db510dbf_JOKER	Dove hanno fatto la festa alla consegna, quei goblin?
NPC_BEFR_PLAYER_41d30846-e85d-4a1b-94e1-0084db510dbf_SCHOLAR	Dove è avvenuta l'imboscata, esattamente? Il terreno conta, per seguirne le tracce.
NPC_BEFR_PLAYER_41d30846-e85d-4a1b-94e1-0084db510dbf_STOIC	Dove hanno assalito la consegna i goblin?
NPC_BEFR_PLAYER_422a388f-51cb-4315-a3c2-5e96b21eb0df_HEROIC	Vuoi che aiuti un pastore che fatica a tenere unito il suo gregge?
NPC_BEFR_PLAYER_422a388f-51cb-4315-a3c2-5e96b21eb0df_JOKER	Rincorrere pecore per un pastore che si è perso il gregge. Delizioso.
NPC_BEFR_PLAYER_422a388f-51cb-4315-a3c2-5e96b21eb0df_SCHOLAR	Vuoi che assista un pastore apparentemente incapace di gestire il proprio gregge?
NPC_BEFR_PLAYER_422a388f-51cb-4315-a3c2-5e96b21eb0df_STOIC	Vuoi che aiuti un pastore buono a nulla che non sa tenere il suo gregge?
NPC_BEFR_PLAYER_42c97f4d-14d2-4a67-ae59-397d00f21246_HEROIC	La fiducia richiede prima una prova. Altrimenti non merita questo nome.
NPC_BEFR_PLAYER_42c97f4d-14d2-4a67-ae59-397d00f21246_JOKER	La fiducia non ti piove in grembo. Devi sudartela.
NPC_BEFR_PLAYER_42c97f4d-14d2-4a67-ae59-397d00f21246_SCHOLAR	La fiducia si costruisce sulle prove, non si concede in anticipo.
NPC_BEFR_PLAYER_42c97f4d-14d2-4a67-ae59-397d00f21246_STOIC	La fiducia si guadagna. Non si regala.
NPC_BEFR_PLAYER_452e06b6-9c5b-4298-8c67-51cce07abfb3_HEROIC	Non mi serve un bottegaio mistico per tracciare il mio cammino.
NPC_BEFR_PLAYER_452e06b6-9c5b-4298-8c67-51cce07abfb3_JOKER	Per la mia strada non serve un bottegaio mistico a reggere la mappa.
NPC_BEFR_PLAYER_452e06b6-9c5b-4298-8c67-51cce07abfb3_SCHOLAR	Determino il mio cammino secondo il mio giudizio. Senza bottegai mistici.
NPC_BEFR_PLAYER_452e06b6-9c5b-4298-8c67-51cce07abfb3_STOIC	Non mi serve un bottegaio mistico che mi indichi la strada.
NPC_BEFR_PLAYER_45dc93ec-9053-49f6-82a4-619a10a96683_BASE	Là fuori è un vero disastro. Cos'è successo?
NPC_BEFR_PLAYER_4a711d41-1e1f-4be6-a382-9c4c12ffca35_HEROIC	Dunque ha preso la parola. Che cosa la rende diversa?
NPC_BEFR_PLAYER_4a711d41-1e1f-4be6-a382-9c4c12ffca35_JOKER	Quindi ha aperto bocca. Cosa c'è di tanto prodigioso?
NPC_BEFR_PLAYER_4a711d41-1e1f-4be6-a382-9c4c12ffca35_SCHOLAR	Dunque ha preso la parola. Perché attribuire tanto valore a quel gesto?
NPC_BEFR_PLAYER_4a711d41-1e1f-4be6-a382-9c4c12ffca35_STOIC	Ha detto la sua. Che c'è di speciale?
NPC_BEFR_PLAYER_4ec5f60d-e1f3-4d61-8889-43e729bfa3a2_BASE	"Non sei un po' troppo allegro, visto come è ridotto il villaggio?"
NPC_BEFR_PLAYER_511bf8df-e1ec-43ba-8509-6ccb6f73b1e0_HEROIC	Ho notato il cambiamento, anche se poche driadi mi hanno dato occasione di avvicinarle.
NPC_BEFR_PLAYER_511bf8df-e1ec-43ba-8509-6ccb6f73b1e0_JOKER	L'ho notato, ma le driadi non fanno certo la fila per fare due chiacchiere con me.
NPC_BEFR_PLAYER_511bf8df-e1ec-43ba-8509-6ccb6f73b1e0_SCHOLAR	L'ho notato. Di rado i miei incontri con le driadi arrivano alla conversazione.
NPC_BEFR_PLAYER_511bf8df-e1ec-43ba-8509-6ccb6f73b1e0_STOIC	Ho notato la differenza. Ho avuto pochi contatti con le driadi.
NPC_BEFR_PLAYER_52243ea3-6518-4d7e-a818-c21c65d55521_BASE	Nel bosco ho incontrato un nano di nome Heimen. Ne hai mai sentito parlare?
NPC_BEFR_PLAYER_55ff7927-f212-4998-91cf-5f097926ea7f_HEROIC	Una vera tragedia. Non sarebbe dovuta accadere.
NPC_BEFR_PLAYER_55ff7927-f212-4998-91cf-5f097926ea7f_JOKER	Una tragedia, e ne ho viste un po'.
NPC_BEFR_PLAYER_55ff7927-f212-4998-91cf-5f097926ea7f_SCHOLAR	Una tragedia. Per giunta evitabile.
NPC_BEFR_PLAYER_55ff7927-f212-4998-91cf-5f097926ea7f_STOIC	Che tragedia.
NPC_BEFR_PLAYER_56ed915b-f488-4cc3-b58e-c1cf210bce41_HEROIC	Sa pensare con la propria testa. Una forza rara, fra tanti.
NPC_BEFR_PLAYER_56ed915b-f488-4cc3-b58e-c1cf210bce41_JOKER	Una testa che non segue il gregge. Più rara di quanto dovrebbe.
NPC_BEFR_PLAYER_56ed915b-f488-4cc3-b58e-c1cf210bce41_SCHOLAR	Possiede un pensiero autonomo, dote più rara di quanto sembri.
NPC_BEFR_PLAYER_56ed915b-f488-4cc3-b58e-c1cf210bce41_STOIC	Pensa con la propria testa. A differenza di molti.
NPC_BEFR_PLAYER_5761e387-478e-4404-91e9-12af8adadac0_BASE	Cosa pensi di Myrll?
NPC_BEFR_PLAYER_579c143e-77e4-4eab-b7fa-2e5e9c4eba9d_HEROIC	Cosa speri di scoprire sulla Corruzione?
NPC_BEFR_PLAYER_579c143e-77e4-4eab-b7fa-2e5e9c4eba9d_JOKER	Che segreti ti ha sussurrato la Corruzione?
NPC_BEFR_PLAYER_579c143e-77e4-4eab-b7fa-2e5e9c4eba9d_SCHOLAR	Cosa hai appreso sulla Corruzione, e da quali fonti?
NPC_BEFR_PLAYER_579c143e-77e4-4eab-b7fa-2e5e9c4eba9d_STOIC	Cosa sai della Corruzione?
NPC_BEFR_PLAYER_5932a3b1-8957-4206-b64b-7bbfe54ec7d6_HEROIC	Dimmi dove sono e te li riporterò.
NPC_BEFR_PLAYER_5932a3b1-8957-4206-b64b-7bbfe54ec7d6_JOKER	Indicami il posto. Andrò a discuterne con qualunque cosa li abbia presi.
NPC_BEFR_PLAYER_5932a3b1-8957-4206-b64b-7bbfe54ec7d6_SCHOLAR	Dove li avevi in mano l'ultima volta? Partirò da lì e ripercorrerò il tragitto.
NPC_BEFR_PLAYER_5932a3b1-8957-4206-b64b-7bbfe54ec7d6_STOIC	Dimmi dove. Li recupero.
NPC_BEFR_PLAYER_5c2257cd-3b86-4745-a40e-4de7e676a71e_BASE	"Chi sei?"
NPC_BEFR_PLAYER_5cfe8935-a58b-4a4e-b307-edb802fa0fec_BASE	Cosa ti piace tanto dei nani?
NPC_BEFR_PLAYER_5d01e0d1-c609-445f-9a7c-9991f7731628_HEROIC	Quale scopo ti guida, qui?
NPC_BEFR_PLAYER_5d01e0d1-c609-445f-9a7c-9991f7731628_JOKER	Hai qualche piano, o aspetti di vedere cosa salta fuori dalla montagna?
NPC_BEFR_PLAYER_5d01e0d1-c609-445f-9a7c-9991f7731628_SCHOLAR	E quali sono i tuoi progetti qui? Mi interessano i dettagli.
NPC_BEFR_PLAYER_5d01e0d1-c609-445f-9a7c-9991f7731628_STOIC	Cosa pensi di fare, qui?
NPC_BEFR_PLAYER_67621341-066b-4e9a-8745-d33699606cb5_HEROIC	Forse c'è un disegno. Continuerò a cercarlo.
NPC_BEFR_PLAYER_67621341-066b-4e9a-8745-d33699606cb5_JOKER	Forse c'è un disegno. Sono i miei occhi che devono ancora arrivarci.
NPC_BEFR_PLAYER_67621341-066b-4e9a-8745-d33699606cb5_SCHOLAR	Forse c'è un disegno. La sua struttura continua a sfuggirmi.
NPC_BEFR_PLAYER_67621341-066b-4e9a-8745-d33699606cb5_STOIC	Forse c'è un disegno. Sto imparando a vederlo.
NPC_BEFR_PLAYER_6e588647-6bc5-4b25-a4e8-e5076a7c06e5_HEROIC	Befr, i racconti delle tue passeggiate in giardino dovranno aspettare. C'è bisogno di me altrove.
NPC_BEFR_PLAYER_6e588647-6bc5-4b25-a4e8-e5076a7c06e5_JOKER	Befr, se quelle passeggiate in giardino non finiscono con una scorciatoia, non ho tempo.
NPC_BEFR_PLAYER_6e588647-6bc5-4b25-a4e8-e5076a7c06e5_SCHOLAR	Befr, le passeggiate in giardino sono un capitolo che non ho tempo di ascoltare.
NPC_BEFR_PLAYER_6e588647-6bc5-4b25-a4e8-e5076a7c06e5_STOIC	Befr, non ho tempo per i racconti delle tue passeggiate in giardino.
NPC_BEFR_PLAYER_6ee0ec0c-a319-41ea-8a00-83017691fa7f_HEROIC	La tua gentilezza significa molto, Befr. Davvero.
NPC_BEFR_PLAYER_6ee0ec0c-a319-41ea-8a00-83017691fa7f_JOKER	Un trattamento raro, Befr. Davvero.
NPC_BEFR_PLAYER_6ee0ec0c-a319-41ea-8a00-83017691fa7f_SCHOLAR	Lo apprezzo molto, Befr. Sinceramente.
NPC_BEFR_PLAYER_6ee0ec0c-a319-41ea-8a00-83017691fa7f_STOIC	Lo apprezzo, Befr. Davvero.
NPC_BEFR_PLAYER_6f17322a-90d8-43a4-b7d2-cc49f217cfe7_HEROIC	Sì, era evidente quanto fosse entusiasta di vedere la driade.
NPC_BEFR_PLAYER_6f17322a-90d8-43a4-b7d2-cc49f217cfe7_JOKER	Sì, per vedere la driade stava quasi per inciampare nei propri piedi.
NPC_BEFR_PLAYER_6f17322a-90d8-43a4-b7d2-cc49f217cfe7_SCHOLAR	Sì, il suo entusiasmo era quasi preoccupante. La driade lo affascinava.
NPC_BEFR_PLAYER_6f17322a-90d8-43a4-b7d2-cc49f217cfe7_STOIC	Sì, era molto entusiasta di vedere la driade.
NPC_BEFR_PLAYER_701fbd80-3816-4ece-9c3f-213531a0adb9_BASE	Come metti in pratica quella mano aperta?
NPC_BEFR_PLAYER_71f745e6-7397-4661-b48e-7a908a2fa186_HEROIC	Non occorrono ringraziamenti. Ora conta soltanto che tu mi serva.
NPC_BEFR_PLAYER_71f745e6-7397-4661-b48e-7a908a2fa186_JOKER	Tieniti i ringraziamenti. Sono i tuoi servigi che mi servono.
NPC_BEFR_PLAYER_71f745e6-7397-4661-b48e-7a908a2fa186_SCHOLAR	I ringraziamenti sono superflui. Richiedo i tuoi servigi.
NPC_BEFR_PLAYER_71f745e6-7397-4661-b48e-7a908a2fa186_STOIC	Non mi servono ringraziamenti. Voglio i tuoi servigi.
NPC_BEFR_PLAYER_72fee980-6d5c-4755-b3cb-21370b881f5b_BASE	Cosa pensi di Basilton?
NPC_BEFR_PLAYER_7c6fc94f-9f33-47f1-85c6-09cd8d142a92_BASE	"Alaric mi ha detto che ti serve una mano?"
NPC_BEFR_PLAYER_84169f44-cec7-4187-b8f4-9fec42cebcd4_HEROIC	Grazie. La tua presenza rende questo posto ancora migliore.
NPC_BEFR_PLAYER_84169f44-cec7-4187-b8f4-9fec42cebcd4_JOKER	Grazie. Fa sempre piacere avere compagnia che non sia il mobilio.
NPC_BEFR_PLAYER_84169f44-cec7-4187-b8f4-9fec42cebcd4_SCHOLAR	Grazie. La tua presenza aumenta le nostre possibilità di riuscita.
NPC_BEFR_PLAYER_84169f44-cec7-4187-b8f4-9fec42cebcd4_STOIC	Grazie. Bene averti qui.
NPC_BEFR_PLAYER_85cc8606-8fc9-4b16-809f-e94fd64f9c80_HEROIC	Cercherò il bambino e lo riporterò al sicuro.
NPC_BEFR_PLAYER_85cc8606-8fc9-4b16-809f-e94fd64f9c80_JOKER	Troverò il bambino e lo trascinerò a casa, scalci o non scalci.
